"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV4321","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ASV4322","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerofilum",NA
"ASV4323","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-002",NA
"ASV4324","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014",NA
"ASV4325","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4326","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"ASV4327","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA
"ASV4328","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter",NA
"ASV4329","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA
"ASV4330","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"ASV4331","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-002",NA
"ASV4332","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005",NA
"ASV4333","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4334","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"ASV4335","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lactonifactor",NA
"ASV4336","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium",NA
"ASV4337","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4338","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4339","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4340","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"ASV4341","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",NA
"ASV4342","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,NA,NA
"ASV4343","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4344","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4345","Bacteria",NA,NA,NA,NA,NA,NA
"ASV4346","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae",NA,NA
"ASV4347","Bacteria","Chloroflexi","Dehalococcoidia","FS117-23B-02",NA,NA,NA
"ASV4348","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","CAG-873",NA
"ASV4349","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4350","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium",NA
"ASV4351","Archaea","Crenarchaeota","Bathyarchaeia",NA,NA,NA,NA
"ASV4352","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","RBG-16-58-14",NA
"ASV4353","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales",NA,NA,NA
"ASV4354","Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,NA,NA
"ASV4355","Bacteria","Firmicutes",NA,NA,NA,NA,NA
"ASV4356","Bacteria","Chloroflexi","OLB14",NA,NA,NA,NA
"ASV4357",NA,NA,NA,NA,NA,NA,NA
"ASV4358","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",NA
"ASV4359","Bacteria","Chlamydiae","Chlamydiae","Chlamydiales",NA,NA,NA
"ASV4360","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4361","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group",NA
"ASV4362","Bacteria","Firmicutes",NA,NA,NA,NA,NA
"ASV4363","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylocaldum",NA
"ASV4364","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA,NA
"ASV4365","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"ASV4366","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA,NA
"ASV4367","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella",NA
"ASV4368","Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA
"ASV4369","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ASV4370","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Asaccharospora",NA
"ASV4371","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4372","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"ASV4373","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium",NA
"ASV4374","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group",NA
"ASV4375","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,NA,NA
"ASV4376","Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,NA,NA
"ASV4377","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4378","Bacteria","WOR-1",NA,NA,NA,NA,NA
"ASV4379","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASV4380","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASV4381","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASV4382","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Salinispira",NA
"ASV4383","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group",NA
"ASV4384","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae",NA,NA
"ASV4385","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_1",NA
"ASV4386","Bacteria","Kiritimatiellaeota","Kiritimatiellae","WCHB1-41",NA,NA,NA
"ASV4387","Bacteria","Bacteroidetes","Bacteroidia",NA,NA,NA,NA
"ASV4388","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"ASV4389","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter",NA
"ASV4390","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Anaerovibrio",NA
"ASV4391","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae",NA,NA
"ASV4392","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA,NA
"ASV4393","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"ASV4394","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales",NA,NA,NA
"ASV4395","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4396","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacula",NA
"ASV4397","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera",NA
"ASV4398","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae",NA,NA
"ASV4399","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASV4400","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1",NA
"ASV4401","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"ASV4402","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"ASV4403","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,NA,NA
"ASV4404","Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Candidatus_Raymondbacteria",NA,NA
"ASV4405","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"ASV4406","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA
"ASV4407","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ASV4408","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella",NA
"ASV4409","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,NA,NA
"ASV4410","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA,NA
"ASV4411","Bacteria",NA,NA,NA,NA,NA,NA
"ASV4412","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ASV4413","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales",NA,NA,NA
"ASV4414","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","IMCC26134",NA
"ASV4415","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group",NA,NA
"ASV4416","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010",NA
"ASV4417","Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA
"ASV4418",NA,NA,NA,NA,NA,NA,NA
"ASV4419","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"ASV4420","Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae",NA,NA
"ASV4421","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Paludibaculum",NA
"ASV4422","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-003",NA
"ASV4423","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group",NA
"ASV4424","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_3",NA
"ASV4425","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae",NA,NA
"ASV4426","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"ASV4427","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales",NA,NA,NA
"ASV4428","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"ASV4429","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ASV4430","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"ASV4431","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium",NA
"ASV4432","Bacteria",NA,NA,NA,NA,NA,NA
"ASV4433","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ASV4434","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA,NA
"ASV4435","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",NA
"ASV4436","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1",NA,NA
"ASV4437","Bacteria","Kiritimatiellaeota","Kiritimatiellae","WCHB1-41",NA,NA,NA
"ASV4438","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_2",NA
"ASV4439","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4440","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-013",NA
"ASV4441","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4442","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII",NA,NA
"ASV4443","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Acetitomaculum",NA
"ASV4444","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA
"ASV4445","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"ASV4446","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA
"ASV4447","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera",NA
"ASV4448","Bacteria","Kiritimatiellaeota","Kiritimatiellae","WCHB1-41",NA,NA,NA
"ASV4449","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae_UCG-004",NA
"ASV4450","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ASV4451","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group",NA,NA
"ASV4452","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014",NA
"ASV4453","Bacteria",NA,NA,NA,NA,NA,NA
"ASV4454","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA
"ASV4455","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4456","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_4",NA
"ASV4457","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4458","Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA
"ASV4459","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Sutterella",NA
"ASV4460","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ASV4461","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"ASV4462","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014",NA
"ASV4463","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4464","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"ASV4465","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014",NA
"ASV4466","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"ASV4467","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ASV4468","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium",NA
"ASV4469","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"ASV4470","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASV4471","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ASV4472","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,NA,NA
"ASV4473","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4474","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Allisonella",NA
"ASV4475","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",NA
"ASV4476","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014",NA
"ASV4477","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"ASV4478","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae_UCG-004",NA
"ASV4479","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema_2",NA
"ASV4480","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010",NA
"ASV4481","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA,NA
"ASV4482","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1",NA,NA
"ASV4483","Bacteria",NA,NA,NA,NA,NA,NA
"ASV4484","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1",NA
"ASV4485","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Family_XIII_AD3011_group",NA
"ASV4486","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ASV4487","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia",NA
"ASV4488","Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallaceae",NA,NA
"ASV4489","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Sphaerochaeta",NA
"ASV4490","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_NK3B31_group",NA
"ASV4491","Bacteria","Firmicutes","Clostridia","Clostridiales","Syntrophomonadaceae",NA,NA
"ASV4492","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_UCG-010",NA
"ASV4493","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASV4494","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_4",NA
"ASV4495","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"ASV4496","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"ASV4497","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"ASV4498","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1",NA,NA
"ASV4499","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4500","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4501","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014",NA
"ASV4502","Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA
"ASV4503","Bacteria",NA,NA,NA,NA,NA,NA
"ASV4504","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_4",NA
"ASV4505","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"ASV4506","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter",NA
"ASV4507","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-004",NA
"ASV4508","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae",NA,NA
"ASV4509","Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA
"ASV4510","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae",NA,NA
"ASV4511","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4512","Bacteria","Firmicutes",NA,NA,NA,NA,NA
"ASV4513","Eukaryota",NA,NA,NA,NA,NA,NA
"ASV4514","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4515","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group",NA
"ASV4516","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014",NA
"ASV4517","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_4",NA
"ASV4518","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014",NA
"ASV4519","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ASV4520","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae",NA,NA
"ASV4521","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Mitsuokella",NA
"ASV4522","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group",NA,NA
"ASV4523","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"ASV4524","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010",NA
"ASV4525","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,NA,NA
"ASV4526","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4527","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","p-1088-a5_gut_group",NA
"ASV4528","Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA
"ASV4529","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera",NA
"ASV4530","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4531","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ASV4532","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister",NA
"ASV4533","Bacteria",NA,NA,NA,NA,NA,NA
"ASV4534","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4535","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Finegoldia",NA
"ASV4536","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae",NA,NA
"ASV4537","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"ASV4538","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,NA,NA
"ASV4539","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ASV4540","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Anaerovibrio",NA
"ASV4541","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Intestinibacter",NA
"ASV4542","Bacteria","Chlamydiae","Chlamydiae","Chlamydiales","Chlamydiaceae","Chlamydia",NA
"ASV4543","Bacteria",NA,NA,NA,NA,NA,NA
"ASV4544","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes",NA
"ASV4545","Bacteria","Firmicutes",NA,NA,NA,NA,NA
"ASV4546","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",NA
"ASV4547","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group",NA,NA
"ASV4548","Bacteria","Tenericutes","Mollicutes","Izimaplasmatales",NA,NA,NA
"ASV4549","Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae",NA,NA
